"","date","station","param","value","doy","cont_year","yr","mo"
"59",2006-05-09,30,"DIN",3.1,129,2006.35342465753,2006,5
"60",2006-05-09,32,"DIN",20.85,129,2006.35342465753,2006,5
"61",2006-07-11,22,"DIN",15.04,192,2006.52602739726,2006,7
"62",2006-07-11,24,"DIN",12.89,192,2006.52602739726,2006,7
"63",2006-07-11,27,"DIN",9.96,192,2006.52602739726,2006,7
"64",2006-07-11,30,"DIN",9.24,192,2006.52602739726,2006,7
"65",2006-07-11,32,"DIN",17.49,192,2006.52602739726,2006,7
"66",2006-07-11,36,"DIN",55.85,192,2006.52602739726,2006,7
"67",2006-08-02,22,"DIN",20.32,214,2006.58630136986,2006,8
"68",2006-08-02,24,"DIN",16.08,214,2006.58630136986,2006,8
"69",2006-08-02,27,"DIN",16.33,214,2006.58630136986,2006,8
"70",2006-08-02,30,"DIN",14.03,214,2006.58630136986,2006,8
"71",2006-08-02,32,"DIN",22.06,214,2006.58630136986,2006,8
"72",2006-08-02,36,"DIN",52.2,214,2006.58630136986,2006,8
"73",2006-08-15,18,"DIN",23.68,227,2006.62191780822,2006,8
"74",2006-08-15,22,"DIN",26.41,227,2006.62191780822,2006,8
"75",2006-08-15,24,"DIN",27.45,227,2006.62191780822,2006,8
"76",2006-08-15,27,"DIN",19.58,227,2006.62191780822,2006,8
"77",2006-08-15,30,"DIN",25.58,227,2006.62191780822,2006,8
"78",2006-08-15,32,"DIN",24.55,227,2006.62191780822,2006,8
"79",2006-08-15,36,"DIN",43.07,227,2006.62191780822,2006,8
"80",2006-08-31,22,"DIN",25.38,243,2006.66575342466,2006,8
"81",2006-08-31,24,"DIN",25.46,243,2006.66575342466,2006,8
"82",2006-08-31,27,"DIN",18.44,243,2006.66575342466,2006,8
"83",2006-08-31,30,"DIN",25.41,243,2006.66575342466,2006,8
"84",2006-08-31,32,"DIN",27.11,243,2006.66575342466,2006,8
"85",2006-08-31,36,"DIN",49.07,243,2006.66575342466,2006,8
"86",2006-09-12,18,"DIN",23.81,255,2006.69863013699,2006,9
"87",2006-09-12,22,"DIN",27.29,255,2006.69863013699,2006,9
"88",2006-09-12,24,"DIN",29.3,255,2006.69863013699,2006,9
"89",2006-09-12,27,"DIN",22.91,255,2006.69863013699,2006,9
"90",2006-09-12,30,"DIN",26.38,255,2006.69863013699,2006,9
"91",2006-09-12,32,"DIN",30.62,255,2006.69863013699,2006,9
"92",2006-09-12,36,"DIN",47.49,255,2006.69863013699,2006,9
"93",2006-09-29,22,"DIN",25.7,272,2006.74520547945,2006,9
"94",2006-09-29,24,"DIN",33.28,272,2006.74520547945,2006,9
"95",2006-09-29,27,"DIN",33.47,272,2006.74520547945,2006,9
"96",2006-09-29,30,"DIN",36.41,272,2006.74520547945,2006,9
"97",2006-09-29,32,"DIN",41.56,272,2006.74520547945,2006,9
"98",2006-09-29,36,"DIN",60,272,2006.74520547945,2006,9
"99",2006-10-17,18,"DIN",14.84,290,2006.79452054795,2006,10
"100",2006-10-17,22,"DIN",24.61,290,2006.79452054795,2006,10
"101",2006-10-17,24,"DIN",33.13,290,2006.79452054795,2006,10
"102",2006-10-17,27,"DIN",39.83,290,2006.79452054795,2006,10
"103",2006-10-17,30,"DIN",53.64,290,2006.79452054795,2006,10
"104",2006-10-17,32,"DIN",71.26,290,2006.79452054795,2006,10
"105",2006-10-17,36,"DIN",94.43,290,2006.79452054795,2006,10
"106",2006-11-14,18,"DIN",16.21,318,2006.87123287671,2006,11
"107",2006-11-14,22,"DIN",24.5,318,2006.87123287671,2006,11
"108",2006-11-14,24,"DIN",26.48,318,2006.87123287671,2006,11
"109",2006-11-14,27,"DIN",32.43,318,2006.87123287671,2006,11
"110",2006-11-14,30,"DIN",40.95,318,2006.87123287671,2006,11
"111",2006-11-14,32,"DIN",55.85,318,2006.87123287671,2006,11
"112",2006-11-14,36,"DIN",84.23,318,2006.87123287671,2006,11
"113",2006-12-12,18,"DIN",32.24,346,2006.94794520548,2006,12
"114",2006-12-12,22,"DIN",30.74,346,2006.94794520548,2006,12
"115",2006-12-12,24,"DIN",38.29,346,2006.94794520548,2006,12
"116",2006-12-12,27,"DIN",43.7,346,2006.94794520548,2006,12
"117",2006-12-12,30,"DIN",62.95,346,2006.94794520548,2006,12
"118",2006-12-12,32,"DIN",59.32,346,2006.94794520548,2006,12
"119",2006-12-12,36,"DIN",80.46,346,2006.94794520548,2006,12
"120",2007-01-09,18,"DIN",28.6,9,2007.02465753425,2007,1
"121",2007-01-09,22,"DIN",32.13,9,2007.02465753425,2007,1
"122",2007-01-09,24,"DIN",46.02,9,2007.02465753425,2007,1
"123",2007-01-09,27,"DIN",56.31,9,2007.02465753425,2007,1
"124",2007-01-09,30,"DIN",63.54,9,2007.02465753425,2007,1
"125",2007-01-09,32,"DIN",74.44,9,2007.02465753425,2007,1
"126",2007-01-09,36,"DIN",93.84,9,2007.02465753425,2007,1
"127",2007-02-06,18,"DIN",31.23,37,2007.10136986301,2007,2
"128",2007-02-06,22,"DIN",38.27,37,2007.10136986301,2007,2
"129",2007-02-06,24,"DIN",50.27,37,2007.10136986301,2007,2
"130",2007-02-06,27,"DIN",62.43,37,2007.10136986301,2007,2
"131",2007-02-06,30,"DIN",72.29,37,2007.10136986301,2007,2
"132",2007-02-06,32,"DIN",88.02,37,2007.10136986301,2007,2
"133",2007-02-06,36,"DIN",101.45,37,2007.10136986301,2007,2
"134",2007-02-09,22,"DIN",38.93,40,2007.1095890411,2007,2
"135",2007-02-09,24,"DIN",51.87,40,2007.1095890411,2007,2
"136",2007-02-09,27,"DIN",58.88,40,2007.1095890411,2007,2
"137",2007-02-09,30,"DIN",73.25,40,2007.1095890411,2007,2
"138",2007-02-09,32,"DIN",89.56,40,2007.1095890411,2007,2
"139",2007-02-09,36,"DIN",93.01,40,2007.1095890411,2007,2
"140",2007-03-06,18,"DIN",31.48,65,2007.17808219178,2007,3
"141",2007-03-06,22,"DIN",33.07,65,2007.17808219178,2007,3
"142",2007-03-06,24,"DIN",46.23,65,2007.17808219178,2007,3
"143",2007-03-06,27,"DIN",54.27,65,2007.17808219178,2007,3
"144",2007-03-06,30,"DIN",64.96,65,2007.17808219178,2007,3
"145",2007-03-06,32,"DIN",77.42,65,2007.17808219178,2007,3
"146",2007-03-06,36,"DIN",107.23,65,2007.17808219178,2007,3
"147",2007-03-12,22,"DIN",36.8,71,2007.19452054795,2007,3
"148",2007-03-12,24,"DIN",43.21,71,2007.19452054795,2007,3
"149",2007-03-12,27,"DIN",42.89,71,2007.19452054795,2007,3
"150",2007-03-12,30,"DIN",54.74,71,2007.19452054795,2007,3
"151",2007-03-12,32,"DIN",58.36,71,2007.19452054795,2007,3
"152",2007-03-12,36,"DIN",69.6,71,2007.19452054795,2007,3
"153",2007-03-28,22,"DIN",26.34,87,2007.23835616438,2007,3
"154",2007-03-28,24,"DIN",29.95,87,2007.23835616438,2007,3
"155",2007-03-28,27,"DIN",36.46,87,2007.23835616438,2007,3
"156",2007-03-28,30,"DIN",35.65,87,2007.23835616438,2007,3
"157",2007-03-28,32,"DIN",34.81,87,2007.23835616438,2007,3
"158",2007-03-28,36,"DIN",43.81,87,2007.23835616438,2007,3
"159",2007-04-03,18,"DIN",26.02,93,2007.25479452055,2007,4
"160",2007-04-03,22,"DIN",28.4,93,2007.25479452055,2007,4
"161",2007-04-03,24,"DIN",33.05,93,2007.25479452055,2007,4
"162",2007-04-03,27,"DIN",32.07,93,2007.25479452055,2007,4
"163",2007-04-03,30,"DIN",33.02,93,2007.25479452055,2007,4
"164",2007-04-03,32,"DIN",44.71,93,2007.25479452055,2007,4
"165",2007-04-03,36,"DIN",109.98,93,2007.25479452055,2007,4
"166",2007-04-10,22,"DIN",35.35,100,2007.27397260274,2007,4
"167",2007-04-10,24,"DIN",27.95,100,2007.27397260274,2007,4
"168",2007-04-10,27,"DIN",27.49,100,2007.27397260274,2007,4
"169",2007-04-10,30,"DIN",17.87,100,2007.27397260274,2007,4
"170",2007-04-10,32,"DIN",24.52,100,2007.27397260274,2007,4
"171",2007-04-10,36,"DIN",55.02,100,2007.27397260274,2007,4
"172",2007-04-23,22,"DIN",34.44,113,2007.3095890411,2007,4
"173",2007-04-23,24,"DIN",30.61,113,2007.3095890411,2007,4
"174",2007-04-23,27,"DIN",28.94,113,2007.3095890411,2007,4
"175",2007-04-23,30,"DIN",34.26,113,2007.3095890411,2007,4
"176",2007-04-23,32,"DIN",42.84,113,2007.3095890411,2007,4
"177",2007-04-23,36,"DIN",51.15,113,2007.3095890411,2007,4
"178",2007-06-21,22,"DIN",43.12,172,2007.47123287671,2007,6
"179",2007-06-21,24,"DIN",41.81,172,2007.47123287671,2007,6
"180",2007-06-21,27,"DIN",40.39,172,2007.47123287671,2007,6
"181",2007-06-21,30,"DIN",35.76,172,2007.47123287671,2007,6
"182",2007-06-21,32,"DIN",41.47,172,2007.47123287671,2007,6
"183",2007-06-21,36,"DIN",67.75,172,2007.47123287671,2007,6
"184",2007-07-23,22,"DIN",25.55,204,2007.55890410959,2007,7
"185",2007-07-23,24,"DIN",41.65,204,2007.55890410959,2007,7
"186",2007-07-23,27,"DIN",26.4,204,2007.55890410959,2007,7
"187",2007-07-23,30,"DIN",25.71,204,2007.55890410959,2007,7
"188",2007-07-23,32,"DIN",30.89,204,2007.55890410959,2007,7
"189",2007-07-23,36,"DIN",57.21,204,2007.55890410959,2007,7
"190",2007-08-22,22,"DIN",17.53,234,2007.64109589041,2007,8
"191",2007-08-22,24,"DIN",26.44,234,2007.64109589041,2007,8
"192",2007-08-22,27,"DIN",18.03,234,2007.64109589041,2007,8
"193",2007-08-22,30,"DIN",11.38,234,2007.64109589041,2007,8
"194",2007-08-22,32,"DIN",14.36,234,2007.64109589041,2007,8
"195",2007-08-22,36,"DIN",43.14,234,2007.64109589041,2007,8
"196",2007-09-11,22,"DIN",19.17,254,2007.69589041096,2007,9
"197",2007-09-11,24,"DIN",22.76,254,2007.69589041096,2007,9
"198",2007-09-11,27,"DIN",12.71,254,2007.69589041096,2007,9
"199",2007-09-11,30,"DIN",4.78,254,2007.69589041096,2007,9
"200",2007-09-11,32,"DIN",15.61,254,2007.69589041096,2007,9
"201",2007-09-11,36,"DIN",97.26,254,2007.69589041096,2007,9
"202",2007-09-21,22,"DIN",16.48,264,2007.72328767123,2007,9
"203",2007-09-21,24,"DIN",20.54,264,2007.72328767123,2007,9
"204",2007-09-21,27,"DIN",13.3,264,2007.72328767123,2007,9
"205",2007-09-21,30,"DIN",9.99,264,2007.72328767123,2007,9
"206",2007-09-21,32,"DIN",6.2,264,2007.72328767123,2007,9
"207",2007-09-21,36,"DIN",14.49,264,2007.72328767123,2007,9
"208",2007-10-19,22,"DIN",26.09,292,2007.8,2007,10
"209",2007-10-19,24,"DIN",23.33,292,2007.8,2007,10
"210",2007-10-19,27,"DIN",22.78,292,2007.8,2007,10
"211",2007-10-19,30,"DIN",26.93,292,2007.8,2007,10
"212",2007-10-19,32,"DIN",37.36,292,2007.8,2007,10
"213",2007-10-19,36,"DIN",57.55,292,2007.8,2007,10
"214",2007-10-23,18,"DIN",17.44,296,2007.81095890411,2007,10
"215",2007-10-23,22,"DIN",25.13,296,2007.81095890411,2007,10
"216",2007-10-23,24,"DIN",26.16,296,2007.81095890411,2007,10
"217",2007-10-23,27,"DIN",96.82,296,2007.81095890411,2007,10
"218",2007-10-23,30,"DIN",27.53,296,2007.81095890411,2007,10
"219",2007-10-23,32,"DIN",56.2,296,2007.81095890411,2007,10
"220",2007-10-23,36,"DIN",84.38,296,2007.81095890411,2007,10
"221",2007-11-14,18,"DIN",26.64,318,2007.87123287671,2007,11
"222",2007-11-14,22,"DIN",29.06,318,2007.87123287671,2007,11
"223",2007-11-14,24,"DIN",32.29,318,2007.87123287671,2007,11
"224",2007-11-14,27,"DIN",31.99,318,2007.87123287671,2007,11
"225",2007-11-14,30,"DIN",40.44,318,2007.87123287671,2007,11
"226",2007-11-14,32,"DIN",56.68,318,2007.87123287671,2007,11
"227",2007-11-14,36,"DIN",80.48,318,2007.87123287671,2007,11
"228",2007-12-11,18,"DIN",21.06,345,2007.94520547945,2007,12
"229",2007-12-11,22,"DIN",26.57,345,2007.94520547945,2007,12
"230",2007-12-11,24,"DIN",30.78,345,2007.94520547945,2007,12
"231",2007-12-11,27,"DIN",36.69,345,2007.94520547945,2007,12
"232",2007-12-11,30,"DIN",50.39,345,2007.94520547945,2007,12
"233",2007-12-11,32,"DIN",72.85,345,2007.94520547945,2007,12
"234",2007-12-11,36,"DIN",100.61,345,2007.94520547945,2007,12
"235",2008-01-10,22,"DIN",35.99,10,2008.02739726027,2008,1
"236",2008-01-10,24,"DIN",37.2,10,2008.02739726027,2008,1
"237",2008-01-10,27,"DIN",57.86,10,2008.02739726027,2008,1
"238",2008-01-10,30,"DIN",50.49,10,2008.02739726027,2008,1
"239",2008-01-10,32,"DIN",57.47,10,2008.02739726027,2008,1
"240",2008-01-10,36,"DIN",72.84,10,2008.02739726027,2008,1
"241",2008-02-01,22,"DIN",43.56,32,2008.08767123288,2008,2
"242",2008-02-01,24,"DIN",46.1,32,2008.08767123288,2008,2
"243",2008-02-01,27,"DIN",47.39,32,2008.08767123288,2008,2
"244",2008-02-01,30,"DIN",56.37,32,2008.08767123288,2008,2
"245",2008-02-01,32,"DIN",63.57,32,2008.08767123288,2008,2
"246",2008-02-01,36,"DIN",73.18,32,2008.08767123288,2008,2
"247",2008-02-12,18,"DIN",31.87,43,2008.11780821918,2008,2
"248",2008-02-12,22,"DIN",46.5,43,2008.11780821918,2008,2
"249",2008-02-12,24,"DIN",49.4,43,2008.11780821918,2008,2
"250",2008-02-12,27,"DIN",48.95,43,2008.11780821918,2008,2
"251",2008-02-12,30,"DIN",59.46,43,2008.11780821918,2008,2
"252",2008-02-12,32,"DIN",70.37,43,2008.11780821918,2008,2
"253",2008-02-12,36,"DIN",82.85,43,2008.11780821918,2008,2
"254",2008-02-29,22,"DIN",37.26,60,2008.16438356164,2008,2
"255",2008-02-29,24,"DIN",43.73,60,2008.16438356164,2008,2
"256",2008-02-29,27,"DIN",43.37,60,2008.16438356164,2008,2
"257",2008-02-29,30,"DIN",54.82,60,2008.16438356164,2008,2
"258",2008-02-29,32,"DIN",61.06,60,2008.16438356164,2008,2
"259",2008-02-29,36,"DIN",79.85,60,2008.16438356164,2008,2
"260",2008-03-11,18,"DIN",24.89,71,2008.19452054795,2008,3
"261",2008-03-11,22,"DIN",36.77,71,2008.19452054795,2008,3
"262",2008-03-11,24,"DIN",37.56,71,2008.19452054795,2008,3
"263",2008-03-11,27,"DIN",38.16,71,2008.19452054795,2008,3
"264",2008-03-11,30,"DIN",27.32,71,2008.19452054795,2008,3
"265",2008-03-11,32,"DIN",30.48,71,2008.19452054795,2008,3
"266",2008-03-11,36,"DIN",37.45,71,2008.19452054795,2008,3
"267",2008-03-31,22,"DIN",13.38,91,2008.24931506849,2008,3
"268",2008-03-31,24,"DIN",22.99,91,2008.24931506849,2008,3
"269",2008-03-31,27,"DIN",4.17,91,2008.24931506849,2008,3
"270",2008-03-31,30,"DIN",0.47,91,2008.24931506849,2008,3
"271",2008-03-31,32,"DIN",0.41,91,2008.24931506849,2008,3
"272",2008-03-31,36,"DIN",7.86,91,2008.24931506849,2008,3
"273",2008-04-14,22,"DIN",10.33,105,2008.28767123288,2008,4
"274",2008-04-14,24,"DIN",3.17,105,2008.28767123288,2008,4
"275",2008-04-14,27,"DIN",0.33,105,2008.28767123288,2008,4
"276",2008-04-14,30,"DIN",0.31,105,2008.28767123288,2008,4
"277",2008-04-14,32,"DIN",0.28,105,2008.28767123288,2008,4
"278",2008-04-14,36,"DIN",0.44,105,2008.28767123288,2008,4
"279",2008-04-28,22,"DIN",0.6,119,2008.32602739726,2008,4
"280",2008-04-28,24,"DIN",0.43,119,2008.32602739726,2008,4
"281",2008-04-28,27,"DIN",0.47,119,2008.32602739726,2008,4
"282",2008-04-28,30,"DIN",0.41,119,2008.32602739726,2008,4
"283",2008-04-28,32,"DIN",0.43,119,2008.32602739726,2008,4
"284",2008-04-28,36,"DIN",23.71,119,2008.32602739726,2008,4
"285",2008-05-06,18,"DIN",14.94,127,2008.34794520548,2008,5
"286",2008-05-06,22,"DIN",3.51,127,2008.34794520548,2008,5
"287",2008-05-06,24,"DIN",0.36,127,2008.34794520548,2008,5
"288",2008-05-06,27,"DIN",1.79,127,2008.34794520548,2008,5
"289",2008-05-06,30,"DIN",10.15,127,2008.34794520548,2008,5
"290",2008-05-06,32,"DIN",23.94,127,2008.34794520548,2008,5
"291",2008-05-06,36,"DIN",41.61,127,2008.34794520548,2008,5
"292",2008-05-29,22,"DIN",21.12,150,2008.41095890411,2008,5
"293",2008-05-29,24,"DIN",9.94,150,2008.41095890411,2008,5
"294",2008-05-29,27,"DIN",5.65,150,2008.41095890411,2008,5
"295",2008-05-29,30,"DIN",9.2,150,2008.41095890411,2008,5
"296",2008-05-29,32,"DIN",12.4,150,2008.41095890411,2008,5
"297",2008-05-29,36,"DIN",44.05,150,2008.41095890411,2008,5
"298",2008-06-17,18,"DIN",29.48,169,2008.46301369863,2008,6
"299",2008-06-17,22,"DIN",28.89,169,2008.46301369863,2008,6
"300",2008-06-17,24,"DIN",24.91,169,2008.46301369863,2008,6
"301",2008-06-17,27,"DIN",20.14,169,2008.46301369863,2008,6
"302",2008-06-17,30,"DIN",17.52,169,2008.46301369863,2008,6
"303",2008-06-17,32,"DIN",47.7,169,2008.46301369863,2008,6
"304",2008-06-17,36,"DIN",87.22,169,2008.46301369863,2008,6
"305",2008-07-10,22,"DIN",29.79,192,2008.52602739726,2008,7
"306",2008-07-10,24,"DIN",29.64,192,2008.52602739726,2008,7
"307",2008-07-10,27,"DIN",24.04,192,2008.52602739726,2008,7
"308",2008-07-10,30,"DIN",22.59,192,2008.52602739726,2008,7
"309",2008-07-10,32,"DIN",25.57,192,2008.52602739726,2008,7
"310",2008-07-10,36,"DIN",49.67,192,2008.52602739726,2008,7
"311",2008-07-15,18,"DIN",17.41,197,2008.5397260274,2008,7
"312",2008-07-15,22,"DIN",25.62,197,2008.5397260274,2008,7
"313",2008-07-15,24,"DIN",30.6,197,2008.5397260274,2008,7
"314",2008-07-15,27,"DIN",14.45,197,2008.5397260274,2008,7
"315",2008-07-15,30,"DIN",14.93,197,2008.5397260274,2008,7
"316",2008-07-15,32,"DIN",45.49,197,2008.5397260274,2008,7
"317",2008-07-15,36,"DIN",91.06,197,2008.5397260274,2008,7
"318",2008-08-12,22,"DIN",27.51,225,2008.61643835616,2008,8
"319",2008-08-12,24,"DIN",35.61,225,2008.61643835616,2008,8
"320",2008-08-12,27,"DIN",23.06,225,2008.61643835616,2008,8
"321",2008-08-12,30,"DIN",13.5,225,2008.61643835616,2008,8
"322",2008-08-12,32,"DIN",7.21,225,2008.61643835616,2008,8
"323",2008-08-12,36,"DIN",21.7,225,2008.61643835616,2008,8
"324",2008-08-19,18,"DIN",27.32,232,2008.63561643836,2008,8
"325",2008-08-19,22,"DIN",33.53,232,2008.63561643836,2008,8
"326",2008-08-19,24,"DIN",28.9,232,2008.63561643836,2008,8
"327",2008-08-19,27,"DIN",13.62,232,2008.63561643836,2008,8
"328",2008-08-19,30,"DIN",6.35,232,2008.63561643836,2008,8
"329",2008-08-19,32,"DIN",18.38,232,2008.63561643836,2008,8
"330",2008-08-19,36,"DIN",57.2,232,2008.63561643836,2008,8
"331",2008-09-09,22,"DIN",25.15,253,2008.69315068493,2008,9
"332",2008-09-09,24,"DIN",31.13,253,2008.69315068493,2008,9
"333",2008-09-09,27,"DIN",21.08,253,2008.69315068493,2008,9
"334",2008-09-09,30,"DIN",0.51,253,2008.69315068493,2008,9
"335",2008-09-09,32,"DIN",0.71,253,2008.69315068493,2008,9
"336",2008-09-09,36,"DIN",7.32,253,2008.69315068493,2008,9
"337",2008-09-16,18,"DIN",21.51,260,2008.71232876712,2008,9
"338",2008-09-16,22,"DIN",28.57,260,2008.71232876712,2008,9
"339",2008-09-16,24,"DIN",30.54,260,2008.71232876712,2008,9
"340",2008-09-16,27,"DIN",11.14,260,2008.71232876712,2008,9
"341",2008-09-16,30,"DIN",3.56,260,2008.71232876712,2008,9
"342",2008-09-16,32,"DIN",6.53,260,2008.71232876712,2008,9
"343",2008-09-16,36,"DIN",17.99,260,2008.71232876712,2008,9
"344",2008-10-07,22,"DIN",57.4,281,2008.7698630137,2008,10
"345",2008-10-07,24,"DIN",80.46,281,2008.7698630137,2008,10
"346",2008-10-07,27,"DIN",20.42,281,2008.7698630137,2008,10
"347",2008-10-07,30,"DIN",13.09,281,2008.7698630137,2008,10
"348",2008-10-07,32,"DIN",4.25,281,2008.7698630137,2008,10
"349",2008-10-07,36,"DIN",13.63,281,2008.7698630137,2008,10
"350",2008-10-15,18,"DIN",23.66,289,2008.79178082192,2008,10
"351",2008-10-15,22,"DIN",25.36,289,2008.79178082192,2008,10
"352",2008-10-15,24,"DIN",27.56,289,2008.79178082192,2008,10
"353",2008-10-15,27,"DIN",20.73,289,2008.79178082192,2008,10
"354",2008-10-15,30,"DIN",20.43,289,2008.79178082192,2008,10
"355",2008-10-15,32,"DIN",33.54,289,2008.79178082192,2008,10
"356",2008-10-15,36,"DIN",81.22,289,2008.79178082192,2008,10
"357",2008-11-05,22,"DIN",30.78,310,2008.84931506849,2008,11
"358",2008-11-05,24,"DIN",34.49,310,2008.84931506849,2008,11
"359",2008-11-05,30,"DIN",36,310,2008.84931506849,2008,11
"360",2008-11-05,32,"DIN",43.86,310,2008.84931506849,2008,11
"361",2008-11-05,36,"DIN",69.17,310,2008.84931506849,2008,11
"362",2008-11-18,18,"DIN",25.96,323,2008.88493150685,2008,11
"363",2008-11-18,22,"DIN",27.44,323,2008.88493150685,2008,11
"364",2008-11-18,24,"DIN",35.89,323,2008.88493150685,2008,11
"365",2008-11-18,30,"DIN",40.73,323,2008.88493150685,2008,11
"366",2008-11-18,32,"DIN",49.01,323,2008.88493150685,2008,11
"367",2008-11-18,36,"DIN",59.28,323,2008.88493150685,2008,11
"368",2008-12-16,18,"DIN",27.1,351,2008.96164383562,2008,12
"369",2008-12-16,22,"DIN",29.89,351,2008.96164383562,2008,12
"370",2008-12-16,24,"DIN",39.34,351,2008.96164383562,2008,12
"371",2008-12-16,27,"DIN",42.17,351,2008.96164383562,2008,12
"372",2008-12-16,30,"DIN",46.25,351,2008.96164383562,2008,12
"373",2008-12-16,32,"DIN",55.74,351,2008.96164383562,2008,12
"374",2008-12-16,36,"DIN",108.42,351,2008.96164383562,2008,12
"375",2009-01-13,18,"DIN",26.43,13,2009.03561643836,2009,1
"376",2009-01-13,22,"DIN",31.56,13,2009.03561643836,2009,1
"377",2009-01-13,24,"DIN",42.57,13,2009.03561643836,2009,1
"378",2009-01-13,27,"DIN",48.42,13,2009.03561643836,2009,1
"379",2009-01-13,30,"DIN",57.1,13,2009.03561643836,2009,1
"380",2009-01-13,32,"DIN",75.67,13,2009.03561643836,2009,1
"381",2009-01-13,36,"DIN",102.4,13,2009.03561643836,2009,1
"382",2009-02-04,22,"DIN",34.21,35,2009.09589041096,2009,2
"383",2009-02-04,24,"DIN",43.69,35,2009.09589041096,2009,2
"384",2009-02-04,27,"DIN",49.98,35,2009.09589041096,2009,2
"385",2009-02-04,30,"DIN",51.78,35,2009.09589041096,2009,2
"386",2009-02-04,36,"DIN",61.4,35,2009.09589041096,2009,2
"387",2009-02-04,36,"DIN",82.59,35,2009.09589041096,2009,2
"388",2009-02-10,18,"DIN",23.63,41,2009.11232876712,2009,2
